0	-2.443416	3.646921	0.008216	0.001976	246.859375
1	-3.752019	3.76139	0.00193	0.00338	196.828125
2	2.526664	-2.592115	-0.005708	0.003641	366.96875
3	1.056558	0.98977	0.001385	-0.0011	384.625
4	-0.573782	0.115919	0.000909	0.000948	552.671875
5	1.676513	1.289201	-0.004868	-0.002151	379.828125
6	-0.647076	0.970591	0.002192	0.001851	395.90625
7	-3.60874	-2.687607	-0.004829	0.010087	392.765625
8	-17.971262	156.923595	-0.033607	0.013091	497.265625
9	-1.806173	1.675374	0.000483	0.005534	426.5
10	-40.942614	66.451403	0.086824	-0.025072	355.953125
11	-0.626687	-0.792791	0.001	-0.002698	605.671875
12	-1.483232	-4.161517	0.002513	0.001786	173.25
13	-2.899055	-6.597179	-0.005949	0.005324	165.296875
14	-0.764063	-2.634068	-0.001097	-0.000226	430.453125
15	71.200279	-3.917983	-0.023895	-0.048034	313.21875
16	-0.684429	11.382912	0.007443	-0.007526	721.953125
17	-0.888761	-5.706036	-0.003246	0.004259	376.25
18	2.117376	-2.235914	-0.001558	-0.001613	343.34375
19	0.951163	0.157782	-0.002472	-0.002253	336.9375
20	-3.956939	0.954279	0.00127	0.002121	293.109375
21	-0.028498	-1.89719	0.000126	0.001394	219.703125
22	3.482662	-2.739618	-0.004187	0.005025	225.578125
23	-3.693045	2.900765	0.004275	0.002491	352.875
24	67.806164	-70.055758	-0.08298	0.017564	839.390625
25	0.133912	5.412631	0.004722	-0.00337	870.828125
26	-9.999244	-0.40025	0.004923	0.005634	216.265625
27	5.268542	-1.911087	-0.000647	-0.002627	206.203125
28	-1.468767	1.829087	0.001623	-0.001342	422.0625
29	0.721902	0.611361	0.001033	0.001789	324.828125
30	4.669294	0.776546	-0.001957	-0.002712	218.546875
31	-0.271481	-0.910434	0.00075	0.000317	278.71875
32	-1.78405	-0.102804	-0.001885	-0.000217	527.09375
33	-8.080218	0.555264	0.001479	0.005911	503.515625
34	222.280574	-123.560466	-0.074532	0.013475	607.34375
35	-1.493534	1.916337	-0.000152	-2.09999999999e-05	350.8125
36	-3.554526	-0.128406	-0.003518	-0.000199	651.53125
37	-3.803157	2.018662	0.005	0.00092	409.75
38	1.394142	-1.755238	0.001383	-0.000329	97.609375
39	0.135631	-1.160533	0.002921	-0.002356	94.5
40	-1.59416	1.014103	0.00392	-0.004053	108.828125
